geoid,name,population_e,white_e,black_e,asian_e,amind_e,hawpi_e,latino_e,medhhincome_e,inpoverty_e
2641680,"Jenison CDP, Michigan",17431,15882,185,63,33,0,857,69481,970
2685080,"Webberville village, Michigan",1322,1295,0,0,0,0,22,58529,161
2669420,"Romulus city, Michigan",23527,12231,9570,346,13,0,563,51504,3982
2649640,"Ludington city, Michigan",8069,7300,95,13,124,0,471,45302,1316
2684000,"Warren city, Michigan",134797,88833,25962,12577,306,62,3674,49619,23370
2606360,"Beal City CDP, Michigan",336,336,0,0,0,0,0,72614,4
2647560,"Lincoln village, Michigan",350,326,3,0,0,0,6,29643,125
2601180,"Algonac city, Michigan",4028,3858,11,0,41,0,72,53423,541
2647230,"Level Park-Oak Park CDP, Michigan",3833,3431,270,0,0,0,69,44494,479
2666300,"Prescott village, Michigan",246,235,0,0,0,0,9,35000,35
2679720,"Three Oaks village, Michigan",1354,1228,9,0,13,0,71,50903,190
2689320,"Zilwaukee city, Michigan",1668,1386,15,20,0,0,182,55625,184
2605320,"Baraga village, Michigan",2142,886,715,21,281,5,43,30667,324
2650000,"McBride village, Michigan",220,212,0,0,0,0,0,27083,85
2636700,"Harper Woods city, Michigan",13895,4489,8315,308,37,0,113,48418,2376
2674900,"Southfield city, Michigan",73174,16360,50594,1701,106,24,1315,55705,8114
2632320,"Gladwin city, Michigan",2884,2665,38,49,0,0,69,38258,613
2653340,"Metamora village, Michigan",534,487,0,6,0,0,40,55000,29
2686920,"White Pigeon village, Michigan",1613,1465,0,0,8,0,111,43603,309
2676420,"Sterling village, Michigan",538,501,0,0,6,0,22,38750,99
2644715,"Lake Isabella village, Michigan",2063,2003,2,0,5,0,28,75625,206
2606900,"Belding city, Michigan",5718,5381,4,0,1,0,139,41812,1011
2639660,"Hubbardston village, Michigan",341,307,6,0,4,0,7,50104,45
2669640,"Rosebush village, Michigan",343,273,2,3,25,0,33,35962,50
2605580,"Barryton village, Michigan",398,372,3,5,3,0,1,26250,106
2652760,"Mecosta village, Michigan",404,361,15,0,3,0,6,33750,100
2676240,"Stanwood village, Michigan",257,241,1,0,0,0,13,32361,78
2607060,"Bellevue village, Michigan",1247,1146,0,0,6,0,63,55893,96
2654560,"Minden City village, Michigan",150,150,0,0,0,0,0,39219,24
2671540,"Sandusky city, Michigan",2534,2295,57,39,0,0,92,39125,419
2649980,"McBain city, Michigan",659,606,17,0,0,0,0,38491,85
2630700,"Fremont city, Michigan",4055,3512,62,28,19,0,319,36949,1292
2613820,"Casnovia village, Michigan",323,271,0,5,0,0,36,53750,36
2658945,"Northview CDP, Michigan",15394,13490,702,223,0,0,465,60829,1650
2653020,"Menominee city, Michigan",8150,7671,44,8,17,0,201,38784,1382
2642260,"Kalkaska village, Michigan",2076,1935,17,13,17,0,24,35789,446
2644880,"Lake Odessa village, Michigan",2079,1784,41,0,0,0,213,45038,299
2656080,"Muir village, Michigan",733,628,6,2,0,0,48,36250,188
2671660,"Saranac village, Michigan",1409,1373,9,0,2,0,10,47159,199
2615920,"Clare city, Michigan",3042,2917,23,0,0,0,67,42298,684
2655540,"Morley village, Michigan",529,473,6,1,8,0,31,38125,116
2676500,"Stevensville village, Michigan",1059,973,25,5,0,0,50,54344,123
2670940,"St. Johns city, Michigan",7898,7521,125,42,5,0,110,56307,972
2631380,"Garden village, Michigan",171,140,0,1,5,0,13,33750,64
2673420,"Sherwood village, Michigan",353,325,0,0,10,0,3,44375,74
2621780,"De Tour Village village, Michigan",264,206,0,4,44,0,0,38750,19
2600860,"Alanson village, Michigan",909,815,2,0,25,0,37,40658,94
2663820,"Petoskey city, Michigan",5724,5100,48,15,139,19,210,45107,510
2607520,"Benton Harbor city, Michigan",9843,940,8229,0,0,0,530,21916,4429
2669080,"Rockford city, Michigan",6254,5755,109,13,0,0,338,64920,742
2613140,"Capac village, Michigan",1821,1430,9,0,5,0,334,43775,245
2625940,"Emmett village, Michigan",227,220,0,0,0,0,0,47813,44
2630420,"Fraser city, Michigan",14580,12739,726,302,20,0,411,59089,1431
2612320,"Cadillac city, Michigan",10419,9829,115,0,13,0,207,36734,2179
2636720,"Harrietta village, Michigan",154,151,0,0,0,0,3,30313,19
2613760,"Caseville city, Michigan",591,578,10,0,3,0,0,36667,82
2618040,"Copemish village, Michigan",143,124,0,0,0,0,16,48750,21
2619420,"Custer village, Michigan",289,285,0,0,0,0,2,44000,36
2641220,"Ishpeming city, Michigan",6464,6119,84,43,31,0,46,46299,920
2704456,"Beaver Bay city, Minnesota",98,72,0,0,3,19,0,67083,4
2700172,"Ada city, Minnesota",1763,1522,7,0,60,0,140,53438,131
2750506,"Perley city, Minnesota",76,70,0,0,6,0,0,56250,11
2726450,"Hadley city, Minnesota",56,56,0,0,0,0,0,51250,1
2735198,"Lake Wilson city, Minnesota",222,218,0,0,0,0,4,50000,14
2732750,"Kenneth city, Minnesota",62,62,0,0,0,0,0,53571,16
2728016,"Hazel Run city, Minnesota",64,50,0,0,0,0,14,42500,7
2718998,"Elmore city, Minnesota",480,401,0,0,0,0,67,38125,70
2725874,"Greenwald city, Minnesota",238,238,0,0,0,0,0,63125,8
2738060,"Long Prairie city, Minnesota",3311,2056,67,114,8,0,1058,41438,377
2700622,"Albany city, Minnesota",2729,2512,92,8,0,0,61,62679,248
2718134,"Eden Valley city, Minnesota",1019,958,17,0,0,0,19,41534,105
2745772,"New Munich city, Minnesota",305,299,0,0,0,0,0,49000,24
2767612,"Waite Park city, Minnesota",7692,4938,1550,322,0,0,645,41200,1891
2709316,"Calumet city, Minnesota",413,395,0,0,0,0,8,38281,113
2744980,"Nashwauk city, Minnesota",1151,1015,18,13,8,0,51,56406,169
2746294,"Nimrod city, Minnesota",102,102,0,0,0,0,0,31250,31
2706616,"Bloomington city, Minnesota",85332,61523,8038,4531,322,11,7619,75130,6249
2766910,"Vernon Center city, Minnesota",366,353,0,0,0,0,11,64375,26
2723660,"Ghent city, Minnesota",407,337,8,1,0,0,61,60000,45
2764264,"Taunton city, Minnesota",153,153,0,0,0,0,0,43750,9
2711440,"Chokio city, Minnesota",422,405,0,17,0,0,0,50313,50
2740688,"Marshall city, Minnesota",13651,10517,815,830,35,0,1245,48958,2502
2764570,"Thief River Falls city, Minnesota",8790,7723,143,92,168,0,490,49790,1159
2713780,"Cromwell city, Minnesota",272,271,0,0,1,0,0,28646,52
2732966,"Kettle River city, Minnesota",182,159,0,0,7,0,0,44688,21
2710972,"Chaska city, Minnesota",26371,21266,826,909,114,0,2415,85143,1494
2708218,"Brownsville city, Minnesota",568,558,0,0,9,0,1,63750,91
2770258,"Wilder city, Minnesota",37,17,0,0,0,0,20,60781,11
2761690,"Spicer city, Minnesota",1188,1128,0,0,0,0,45,57143,115
2768584,"Waterville city, Minnesota",1872,1768,15,6,0,0,55,51736,134
2713978,"Crosslake city, Minnesota",2204,2186,0,0,0,0,14,64821,136
2718728,"Elkton city, Minnesota",134,134,0,0,0,0,0,60750,18
2723678,"Gibbon city, Minnesota",749,646,23,0,2,0,78,47250,71
2725658,"Green Isle city, Minnesota",617,534,2,0,0,0,61,65313,24
2771122,"Winthrop city, Minnesota",1381,1185,29,4,23,0,140,55450,163
2708038,"Brooks city, Minnesota",143,133,0,0,0,0,6,38750,13
2737448,"Litchfield city, Minnesota",6631,5914,75,2,9,0,606,56941,524
2757346,"St. Michael city, Minnesota",17586,15741,699,530,19,0,419,114015,215
2707030,"Borup city, Minnesota",102,65,0,3,0,0,30,53750,17
2754056,"Rice Lake CDP, Minnesota",284,22,0,0,242,0,4,33250,95
2729096,"Hill City city, Minnesota",654,568,7,1,16,0,0,37083,111
2738996,"McGrath city, Minnesota",32,32,0,0,0,0,0,NA,14
2764156,"Tamarack city, Minnesota",115,108,7,0,0,0,0,39375,40
2701324,"Amboy city, Minnesota",651,584,0,0,0,0,52,50625,119
2717378,"Eagle Lake city, Minnesota",3007,2575,78,15,24,0,120,74219,241
2732876,"Kerkhoven city, Minnesota",691,537,0,0,0,0,150,45385,81
2712862,"Comstock city, Minnesota",78,74,0,4,0,0,0,90417,5
2732012,"Johnson city, Minnesota",12,12,0,0,0,0,0,NA,0
2720834,"Felton city, Minnesota",135,135,0,0,0,0,0,57750,11
2724182,"Glyndon city, Minnesota",1299,1030,11,0,94,0,164,66875,132
2726666,"Hamburg city, Minnesota",571,546,0,2,1,0,20,75682,18
2741138,"Mayer city, Minnesota",1955,1850,9,13,0,0,21,98405,68
2768548,"Watertown city, Minnesota",4408,4224,0,0,22,0,125,83542,265
2723498,"Georgetown city, Minnesota",76,64,0,0,6,0,6,68125,2
2743864,"Moorhead city, Minnesota",42939,36526,2192,734,631,48,1938,60315,6156
2721536,"Foley city, Minnesota",2647,2476,29,28,0,0,63,59375,251
2711746,"Clearbrook city, Minnesota",483,432,0,0,6,0,18,31875,113
2717288,"Eagan city, Minnesota",66379,48650,6557,5546,137,101,3490,90515,3701
2709280,"Callaway city, Minnesota",165,67,0,0,86,0,2,45625,16
2735180,"Lakeville city, Minnesota",63915,53289,1532,3665,115,35,3204,110212,2511
2755726,"Rosemount city, Minnesota",24292,20632,916,1215,0,0,787,104743,902
2656860,"Negaunee city, Michigan",4547,4374,20,6,45,0,8,52399,475
2685700,"West Ishpeming CDP, Michigan",2739,2514,8,57,3,0,1,60921,95
2627960,"Ferrysburg city, Michigan",3013,2828,24,0,0,0,92,67179,131
2633340,"Grand Haven city, Michigan",10994,10484,38,41,73,0,222,58307,878
2639400,"Houghton Lake CDP, Michigan",3350,3217,0,0,16,0,69,28816,860
2668880,"Riverview city, Michigan",12137,10876,379,30,9,0,694,58246,979
2679000,"Taylor city, Michigan",61379,43694,11622,900,203,0,3335,50053,10040
2624540,"Eaton Rapids city, Michigan",5231,4936,8,1,0,0,237,42921,902
2618020,"Coopersville city, Michigan",4396,3889,1,9,46,0,207,56594,367
2614460,"Centreville village, Michigan",1278,1132,86,0,2,0,27,52929,114
2676960,"Sturgis city, Michigan",10905,7766,96,0,6,0,2710,41630,2829
2638640,"Holland city, Michigan",33402,22357,1387,705,65,0,8127,57002,3669
2659140,"Norton Shores city, Michigan",24467,21702,842,224,269,0,854,63805,2417
2637080,"Harvey CDP, Michigan",1534,1433,28,0,5,0,32,48869,348
2662180,"Palmer CDP, Michigan",423,417,0,0,6,0,0,51307,44
2670800,"St. Helen CDP, Michigan",2671,2525,0,9,0,0,38,33629,752
2629660,"Forestville village, Michigan",106,98,0,2,0,0,6,42500,0
2647180,"Leslie city, Michigan",2028,1853,3,0,0,0,100,59740,328
2660340,"Okemos CDP, Michigan",24141,16289,1181,4647,122,0,795,78600,3329
2622040,"Detroit Beach CDP, Michigan",1742,1549,0,0,0,0,142,60125,335
2681040,"Twin Lake CDP, Michigan",1513,1462,0,12,0,0,39,90625,17
2675820,"Spring Lake village, Michigan",2390,2297,4,18,4,0,61,57250,189
2666000,"Posen village, Michigan",185,182,0,0,0,0,2,25833,23
2686000,"Westland city, Michigan",81938,58600,14129,3783,188,7,3373,50710,11658
2644480,"Lake City city, Michigan",771,675,26,3,5,0,17,45714,155
2651660,"Marion village, Michigan",896,864,5,11,6,0,10,35000,230
2613860,"Caspian city, Michigan",477,407,7,9,0,0,43,29063,94
2685140,"Weidman CDP, Michigan",817,784,0,0,16,0,17,44931,155
2666100,"Potterville city, Michigan",2713,2323,111,0,9,0,165,56225,353
2677420,"Sunfield village, Michigan",504,460,1,0,0,0,40,48750,43
2627880,"Ferndale city, Michigan",20137,17240,1252,255,174,0,514,71807,1829
2637420,"Hazel Park city, Michigan",16525,12916,2197,224,56,16,240,38903,3718
2647800,"Lincoln Park city, Michigan",36697,24372,3004,198,175,0,7940,44554,7470
2627380,"Farmington city, Michigan",10563,7118,1122,1572,3,0,223,76102,804
2649450,"Lost Lake Woods CDP, Michigan",340,339,0,0,0,0,1,58333,10
2610620,"Brighton city, Michigan",7649,7084,87,150,9,0,260,63136,603
2631300,"Galien village, Michigan",473,443,6,0,2,0,10,53750,66
2644820,"Lake Michigan Beach CDP, Michigan",1190,1184,0,0,0,0,0,61667,187
2625780,"Elsie village, Michigan",1059,946,34,0,0,0,45,44563,201
2616420,"Clifford village, Michigan",286,283,0,0,0,0,2,42917,45
2659220,"Norway city, Michigan",2774,2633,4,31,0,0,42,43287,251
2617460,"Columbiaville village, Michigan",910,856,0,0,29,0,23,45833,239
2680820,"Turner village, Michigan",156,132,0,2,12,0,0,31875,58
2661860,"Ovid city, Michigan",1698,1535,0,0,6,0,139,48250,221
2657080,"Newaygo city, Michigan",2063,1932,31,0,5,0,64,43250,368
2612280,"Byron Center CDP, Michigan",7089,6293,139,157,0,0,368,77250,396
2629580,"Forest Hills CDP, Michigan",27830,24774,474,1282,66,9,796,119404,781
2668380,"Richmond city, Michigan",5869,5099,91,0,0,245,296,57885,801
2670680,"St. Clair city, Michigan",5327,4938,40,83,0,0,159,71845,415
2666140,"Powers village, Michigan",453,442,0,0,0,0,5,37614,77
2614320,"Center Line city, Michigan",8260,5480,1805,323,0,5,352,45242,775
2669400,"Romeo village, Michigan",3836,3116,267,0,0,0,430,58668,427
2668990,"Robin Glen-Indiantown CDP, Michigan",752,675,17,0,0,0,48,31641,221
2604120,"Au Gres city, Michigan",808,737,10,5,6,0,2,30938,220
2660660,"Omer city, Michigan",259,238,5,0,10,0,3,34821,54
2606660,"Beaverton city, Michigan",1380,1301,1,0,0,0,33,27552,438
2610160,"Breckenridge village, Michigan",1206,1144,0,0,0,14,32,37500,245
2630260,"Frankfort city, Michigan",1059,997,6,0,0,0,45,41500,103
2641060,"Ironwood city, Michigan",4955,4661,151,10,46,0,75,31351,955
2617100,"Coleman city, Michigan",1324,1271,0,16,0,0,25,34565,276
2639500,"Howard City village, Michigan",1589,1470,6,3,16,0,31,41346,298
2711296,"Chickamaw Beach city, Minnesota",110,100,0,0,8,0,2,64375,9
2734928,"Lake Shore city, Minnesota",1019,949,0,0,4,2,53,90263,62
2738114,"Longville city, Minnesota",174,170,0,0,0,0,0,41250,23
2730644,"Hutchinson city, Minnesota",13914,12780,84,172,43,0,684,57672,1235
2748166,"Ogilvie city, Minnesota",492,453,12,3,5,0,10,39583,107
2756824,"St. Clair city, Minnesota",762,694,26,7,0,0,31,64792,26
2760754,"Skyline city, Minnesota",277,266,0,3,0,0,7,89375,11
2710144,"Carver city, Minnesota",4771,4335,0,90,0,0,154,114906,17
2711764,"Clear Lake city, Minnesota",573,545,2,3,0,0,4,86250,42
2733164,"Kimball city, Minnesota",925,839,1,5,0,0,7,64583,50
2707678,"Bricelyn city, Minnesota",283,231,1,4,0,0,34,35313,74
2713168,"Corcoran city, Minnesota",5911,5208,16,324,40,0,282,122075,108
2713582,"Courtland city, Minnesota",726,702,0,0,0,0,16,81250,30
2757040,"St. James city, Minnesota",4444,2577,4,0,3,0,1860,48025,671
2712772,"Comfrey city, Minnesota",375,365,0,2,0,0,8,51750,28
2728520,"Henning city, Minnesota",853,791,8,6,8,0,18,40078,135
2746492,"Norcross city, Minnesota",46,42,0,0,4,0,0,80500,0
2732498,"Kasson city, Minnesota",6350,6014,0,128,0,0,80,76231,161
2700928,"Alexandria city, Minnesota",13554,12525,95,98,67,0,400,52984,1481
2753908,"Revere city, Minnesota",77,69,0,8,0,0,0,32500,12
2714518,"Dakota city, Minnesota",287,287,0,0,0,0,0,61786,12
2771428,"Woodbury city, Minnesota",69906,53451,4226,6805,123,27,3251,108539,2193
2738420,"Lucan city, Minnesota",168,152,0,0,0,0,4,54375,28
2762788,"Stewart city, Minnesota",490,442,0,4,0,0,38,44886,59
2700676,"Alberta city, Minnesota",126,126,0,0,0,0,0,54750,3
2748706,"Ortonville city, Minnesota",1984,1848,0,0,0,0,69,48906,220
2737412,"Lismore city, Minnesota",227,185,0,0,0,0,42,51250,53
2764048,"Taconite city, Minnesota",770,727,10,0,2,0,0,57292,84
2746150,"Nicollet city, Minnesota",1250,1093,0,0,0,0,157,73462,160
2702026,"Arden Hills city, Minnesota",10293,8712,126,667,52,0,409,91250,384
2745016,"Nassau city, Minnesota",71,71,0,0,0,0,0,74000,5
2753080,"Randall city, Minnesota",625,625,0,0,0,0,0,46000,141
2726990,"Hanover city, Minnesota",3298,3212,2,45,1,0,38,104688,203
2736620,"Le Roy city, Minnesota",1079,997,0,6,7,0,33,53636,67
2754736,"Riverton city, Minnesota",178,171,0,0,3,0,0,48750,59
2755852,"Roseville city, Minnesota",36026,26829,2981,3073,198,0,1353,71180,3091
2755078,"Rockville city, Minnesota",2551,2258,13,0,3,0,277,82847,169
2745790,"Newport city, Minnesota",3532,2780,296,177,0,0,183,59167,418
2743036,"Minneiska city, Minnesota",106,105,0,0,0,0,0,62917,7
2758144,"St. Vincent city, Minnesota",36,36,0,0,0,0,0,46250,4
2756338,"Rushmore city, Minnesota",354,301,0,1,0,0,45,60556,64
2729636,"Hollandale city, Minnesota",410,374,0,0,3,0,13,54000,53
2751136,"Pine Island city, Minnesota",3600,3466,65,14,0,0,17,73889,221
2734244,"Lake Elmo city, Minnesota",8969,7839,175,134,1,0,643,118421,553
2768224,"Warroad city, Minnesota",1881,1607,0,120,126,0,13,58250,171
2768008,"Wanda city, Minnesota",55,48,0,0,0,0,3,44750,3
2700316,"Afton city, Minnesota",2999,2839,47,74,0,1,0,119511,137
2756266,"Rush City city, Minnesota",3170,2404,477,47,93,6,86,46005,349
2724074,"Glenwood city, Minnesota",2567,2523,15,0,0,0,20,47000,187
2750056,"Pease city, Minnesota",248,246,0,0,0,0,0,51094,61
2720420,"Falcon Heights city, Minnesota",5571,3920,498,857,0,8,98,75660,677
2754268,"Richmond city, Minnesota",1582,1480,0,11,0,0,91,56875,106
2716300,"Dovray city, Minnesota",49,49,0,0,0,0,0,73125,1
2761996,"Spring Lake Park city, Minnesota",6535,4862,511,353,52,0,385,62477,659
2756724,"St. Augusta city, Minnesota",3720,3581,2,45,7,0,29,85521,158
2767900,"Walters city, Minnesota",68,66,0,0,0,0,2,NA,10
2701252,"Alvarado city, Minnesota",386,319,3,0,10,0,54,54688,61
2726216,"Grygla city, Minnesota",185,183,0,0,2,0,0,40000,22
2741912,"Middle River city, Minnesota",268,268,0,0,0,0,0,35952,24
2705896,"Bingham Lake city, Minnesota",171,136,29,6,0,0,0,51250,1
2718530,"Elgin city, Minnesota",1268,1234,0,0,0,0,12,60208,79
0174592,"Talladega city, Alabama",15522,6915,7398,20,45,0,892,27719,3540
0142640,"Lexington town, Alabama",912,873,12,0,8,0,14,49583,95
0120104,"Decatur city, Alabama",54478,33138,12195,214,111,0,7333,48429,9373
0143120,"Lincoln city, Alabama",6681,4590,1850,32,0,0,18,64924,815
0183400,"Woodland town, Alabama",240,203,36,0,0,0,1,44167,49
0125240,"Fairhope city, Alabama",21083,18297,936,631,16,0,1098,75197,1383
0161488,"Point Clear CDP, Alabama",2652,1199,1336,0,0,0,95,56556,156
0165208,"Robertsdale city, Alabama",6473,5470,287,0,13,0,675,43906,1474
0129032,"Garden City town, Alabama",557,551,0,0,0,0,0,38365,190
0129560,"Georgiana town, Alabama",1806,501,1243,19,0,0,35,28750,360
0109808,"Brookwood town, Alabama",2139,1857,220,0,0,0,46,64226,122
0179728,"Walnut Grove town, Alabama",833,776,0,3,16,0,0,41250,100
0121184,"Dothan city, Alabama",67894,40220,22700,843,167,41,2316,47081,12593
0140072,"Kinsey town, Alabama",2199,927,1097,7,31,0,85,43684,460
0175768,"Theodore CDP, Alabama",6334,4865,1054,217,26,0,112,53589,792
0123344,"Eldridge town, Alabama",153,136,12,0,0,0,1,55000,35
0138416,"Jasper city, Alabama",13649,10472,1992,218,23,0,634,49201,2235
0139280,"Kansas town, Alabama",245,239,0,0,0,0,0,51250,28
0128552,"Fultondale city, Alabama",9179,5954,1650,374,74,7,936,62825,970
0203000,"Anchorage municipality, Alaska",293531,169960,15486,27683,21640,7088,26927,84928,25861
0261190,"Point Baker CDP, Alaska",0,0,0,0,0,0,0,NA,0
0266470,"St. Paul city, Alaska",395,42,7,0,326,0,8,59063,57
0201860,"Allakaket city, Alaska",213,30,0,4,168,0,7,21528,106
0265345,"Ridgeway CDP, Alaska",2702,2234,0,0,124,0,88,91029,193
0233470,"Hooper Bay city, Alaska",1141,62,3,0,1021,0,41,36250,465
0239410,"King Cove city, Alaska",1147,100,16,237,645,0,75,73229,156
0231710,"Happy Valley CDP, Alaska",588,498,0,14,43,5,26,53625,63
0270930,"Slana CDP, Alaska",0,0,0,0,0,0,0,NA,0
0218675,"Deltana CDP, Alaska",2430,2124,8,17,6,0,168,95174,113
0279830,"Two Rivers CDP, Alaska",663,325,0,0,78,0,260,NA,94
0253050,"Nenana city, Alaska",341,182,0,0,110,0,2,48750,47
0268230,"Selawik city, Alaska",792,13,0,0,749,8,0,31250,432
0271090,"Sleetmute CDP, Alaska",94,8,0,0,73,0,6,41250,29
0207620,"Birch Creek CDP, Alaska",4,0,0,0,4,0,0,NA,4
0268370,"Seldovia Village CDP, Alaska",160,88,0,0,41,0,3,80278,0
0227700,"Game Creek CDP, Alaska",0,0,0,0,0,0,0,NA,0
0219060,"Diomede city, Alaska",93,0,0,0,93,0,0,28750,24
0266360,"St. Michael city, Alaska",427,4,0,0,413,0,0,43438,99
0272960,"Stebbins city, Alaska",615,40,10,1,549,0,0,41875,216
0200650,"Akhiok city, Alaska",59,2,0,0,43,0,5,60781,7
0257340,"Old Harbor city, Alaska",231,49,0,0,138,0,2,36250,56
0213230,"Chevak city, Alaska",1037,118,0,0,902,0,8,40625,359
0222910,"Emmonak city, Alaska",855,8,3,4,824,0,0,38750,219
0252915,"Nelchina CDP, Alaska",116,112,0,0,4,0,0,NA,0
0212970,"Chenega CDP, Alaska",68,19,0,0,45,0,2,74375,3
0217300,"Copper Center CDP, Alaska",245,64,8,2,146,0,17,69063,32
0248200,"Mendeltna CDP, Alaska",24,24,0,0,0,0,0,NA,0
0270320,"Silver Springs CDP, Alaska",73,73,0,0,0,0,0,NA,3
0201200,"Alakanuk city, Alaska",813,0,0,0,805,0,0,37500,346
0203220,"Anderson city, Alaska",172,143,10,0,4,0,0,106875,6
0202080,"Anaktuvuk Pass city, Alaska",315,39,7,0,229,0,4,60893,99
0217670,"Covenant Life CDP, Alaska",37,22,0,0,0,0,0,NA,0
0552880,"Oxford city, Arkansas",667,652,0,0,3,0,0,39375,86
0531900,"Hickory Ridge city, Arkansas",232,216,0,0,0,0,0,35000,46
0532140,"Higginson town, Arkansas",686,535,50,20,0,0,52,54135,155
0528990,"Griffithville town, Arkansas",195,195,0,0,0,0,0,31875,46
0539370,"Lepanto city, Arkansas",1825,1410,201,0,0,0,111,38125,460
0552430,"Oppelo city, Arkansas",669,613,0,0,10,0,38,50536,42
0563470,"Shannon Hills city, Arkansas",3837,2226,1364,0,8,0,80,69461,186
0571510,"Vandervoort town, Arkansas",143,130,0,0,0,0,13,41250,46
0572890,"Walnut Ridge city, Arkansas",5098,4743,141,7,6,0,161,41172,807
0560590,"Rondo town, Arkansas",156,43,109,0,0,0,0,18438,39
0649488,"Moss Landing CDP, California",54,37,0,0,0,0,17,90147,8
0605164,"Belvedere city, California",2134,1970,0,43,0,0,108,245208,57
0623168,"Fairfax town, California",7578,6233,34,329,0,29,713,104122,409
0611782,"Cassel CDP, California",247,247,0,0,0,0,0,105800,45
0612328,"Cedarville CDP, California",606,503,0,0,21,0,82,29500,59
0612412,"Centerville CDP, California",379,203,0,6,7,0,163,60250,24
0612594,"Chalfant CDP, California",1005,831,0,0,3,0,154,63634,144
0612818,"Cherokee CDP, California",137,137,0,0,0,0,0,103438,0
0613854,"Clay CDP, California",1187,817,0,28,11,0,294,88750,28
